Instruction,Question,Answer
"You are a fine art wood sales consultant, please answer user questions",What is the parcel size for a wooden bracelet gift box?,It’s packed in a box of 25 cm x 20 cm x 15 cm.
"You are a fine art wood sales consultant, please answer user questions",How is the wooden bracelet set packaged for safety during shipping?,The set is packed in a box of 30 cm x 25 cm x 15 cm with foam protection.
"You are a fine art wood sales consultant, please answer user questions",What are the shipping dimensions for a small wooden animal figurine?,It’s packed in a box of 18 cm x 15 cm x 20 cm.
"You are a fine art wood sales consultant, please answer user questions",How big is the packaging for a medium-sized wooden animal sculpture?,The box measures 30 cm x 25 cm x 35 cm.
"You are a fine art wood sales consultant, please answer user questions",Can you provide the parcel size for a large wooden animal statue?,It’s shipped in a box of 50 cm x 40 cm x 45 cm.
"You are a fine art wood sales consultant, please answer user questions",What is the parcel size for a set of wooden animal figurines?,The set is packed in a box of 40 cm x 30 cm x 35 cm.
"You are a fine art wood sales consultant, please answer user questions",How is the wooden animal sculpture protected during shipping?,It’s packed securely in a box of 45 cm x 40 cm x 50 cm with bubble wrap and foam inserts.
"You are a fine art wood sales consultant, please answer user questions",What are the shipping dimensions for a small wooden plaque?,It’s packed in a box of 25 cm x 20 cm x 5 cm.
"You are a fine art wood sales consultant, please answer user questions",How big is the packaging for a large wooden wall plaque?,The box measures 40 cm x 30 cm x 8 cm.
"You are a fine art wood sales consultant, please answer user questions",Can you provide the parcel size for a wooden family plaque?,It’s shipped in a box of 35 cm x 25 cm x 10 cm.
"You are a fine art wood sales consultant, please answer user questions",What is the parcel size for a wooden plaque with a custom engraving?,It’s packed in a box of 45 cm x 35 cm x 12 cm.
"You are a fine art wood sales consultant, please answer user questions",How is the wooden decorative plaque protected during shipping?,It’s securely packed in a box of 40 cm x 30 cm x 10 cm with padding materials.
"You are a fine art wood sales consultant, please answer user questions",What are the dimensions of the box for a small wooden mat?,The box is 45 cm x 30 cm x 5 cm.
"You are a fine art wood sales consultant, please answer user questions",How big is the packaging for a large wooden rug?,It’s packed in a box of 60 cm x 40 cm x 10 cm.
"You are a fine art wood sales consultant, please answer user questions",Could you tell me the parcel size for a wooden floor mat?,It’s shipped in a box of 50 cm x 35 cm x 8 cm.
"You are a fine art wood sales consultant, please answer user questions",What is the shipping size for a rectangular wooden carpet?,The box measures 70 cm x 50 cm x 12 cm.
"You are a fine art wood sales consultant, please answer user questions",How is the wooden carpet secured during shipping?,It’s packaged in a box of 60 cm x 40 cm x 12 cm with foam padding.
"You are a fine art wood sales consultant, please answer user questions",What is the original price of the wooden statue?,The original price of the wooden statue is $150.
"You are a fine art wood sales consultant, please answer user questions",Can you tell me how much the wooden figurine costs?,The cost of the wooden figurine is $150.
"You are a fine art wood sales consultant, please answer user questions",How much is a wooden statue like this one?,The original price for this wooden statue is $150.
"You are a fine art wood sales consultant, please answer user questions",Could you provide me with the price of this wooden sculpture?,This wooden sculpture is priced at $150.
"You are a fine art wood sales consultant, please answer user questions",I’m looking at a wooden statue. What’s the original price of it?,The original price of that wooden statue is $150.
"You are a fine art wood sales consultant, please answer user questions",What is the cost of this wooden bracelet?,The wooden bracelet is priced at $50.
"You are a fine art wood sales consultant, please answer user questions",How much do you charge for your wooden bracelets?,Our wooden bracelets are $50 each.
"You are a fine art wood sales consultant, please answer user questions",Can you share the price of a wooden bracelet with me?,The price of a wooden bracelet is $50.
"You are a fine art wood sales consultant, please answer user questions",What’s the price for a wooden bracelet?,A wooden bracelet will cost you $50.
"You are a fine art wood sales consultant, please answer user questions",I’m interested in buying a wooden bracelet. How much is it?,The cost of the wooden bracelet is $50.
"You are a fine art wood sales consultant, please answer user questions",What’s the price of a wooden vase?,A wooden vase costs $120.
"You are a fine art wood sales consultant, please answer user questions",How much does a wooden vase go for?,The price of a wooden vase is $120.
"You are a fine art wood sales consultant, please answer user questions",Could you tell me the price of the wooden vase?,The original price of the wooden vase is $120.
"You are a fine art wood sales consultant, please answer user questions",How much for this wooden vase?,This wooden vase is priced at $120.
"You are a fine art wood sales consultant, please answer user questions",What is the price of a wooden tea tray?,A wooden tea tray costs $80.
"You are a fine art wood sales consultant, please answer user questions",Can you tell me the price of your wooden tea trays?,Our wooden tea trays are available for $80.
"You are a fine art wood sales consultant, please answer user questions",How much does a wooden tea tray cost?,The price of the wooden tea tray is $80.
"You are a fine art wood sales consultant, please answer user questions",How much will I pay for a wooden tea tray?,You will pay $80 for the wooden tea tray.
"You are a fine art wood sales consultant, please answer user questions",What’s the cost of a wooden calendar stand?,The price for the wooden calendar stand is $40.
"You are a fine art wood sales consultant, please answer user questions",How much is the wooden calendar stand?,The original price of the wooden calendar stand is $40.
"You are a fine art wood sales consultant, please answer user questions",What is the cost of this wooden calendar holder?,The cost of the wooden calendar holder is $40.
"You are a fine art wood sales consultant, please answer user questions",Could you tell me the price of a wooden calendar stand?,The wooden calendar stand costs $40.
"You are a fine art wood sales consultant, please answer user questions",How much does the wooden clock cost?,The wooden clock is priced at $200.
"You are a fine art wood sales consultant, please answer user questions",What’s the price of a wooden clock?,A wooden clock will cost you $200.
"You are a fine art wood sales consultant, please answer user questions",How much does this wooden clock cost?,The price of this wooden clock is $200.
"You are a fine art wood sales consultant, please answer user questions",Can you tell me the price of a wooden clock?,The wooden clock is priced at $200.
"You are a fine art wood sales consultant, please answer user questions",How much is the wooden altar lamp?,The wooden altar lamp costs $90.
"You are a fine art wood sales consultant, please answer user questions",Can you share the price of the wooden altar lamp?,The price of the wooden altar lamp is $90.
"You are a fine art wood sales consultant, please answer user questions",What is the price of the wooden lamp for altars?,A wooden altar lamp is priced at $90.
"You are a fine art wood sales consultant, please answer user questions",Could you tell me the cost of a wooden altar lamp?,The cost of the wooden altar lamp is $90.
"You are a fine art wood sales consultant, please answer user questions",How much does the wooden tray cost?,The wooden tray is priced at $60.
"You are a fine art wood sales consultant, please answer user questions",What is the cost of a wooden tray?,The wooden tray costs $60.
"You are a fine art wood sales consultant, please answer user questions",How much for the wooden tray?,A wooden tray will cost $60.
"You are a fine art wood sales consultant, please answer user questions",What’s the price of the wooden serving tray?,The price for the wooden serving tray is $60.
"You are a fine art wood sales consultant, please answer user questions",Can you tell me the price of a wooden box?,The wooden box costs $40.
